City_ID,City,Country,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Date
298,Zarubino,RU,42.63,131.0922,50.5,63,100,20.62,2022-10-26 17:56:38
299,Bintulu,MY,3.1667,113.0333,75.61,94,40,3.44,2022-10-26 17:56:39
300,Pundaguitan,PH,6.3711,126.1689,83.1,75,98,11.34,2022-10-26 17:55:53
301,Berlevag,NO,70.8578,29.0864,37.35,65,100,10.36,2022-10-26 17:56:39
302,Masuda,JP,34.6667,131.85,54.88,71,93,4.76,2022-10-26 17:56:40
303,Mehamn,NO,71.0357,27.8492,37.31,75,75,11.5,2022-10-26 17:56:40
304,Acari,PE,-15.4311,-74.6158,76.53,47,32,11.86,2022-10-26 17:56:40
305,Olinda,BR,-8.0089,-34.8553,82.13,61,40,8.05,2022-10-26 17:56:41
306,North Bend,US,43.4065,-124.2243,53.17,100,83,4.56,2022-10-26 17:56:42
307,Namibe,AO,-15.1961,12.1522,69.21,79,30,11.7,2022-10-26 17:56:42
308,Malakal,SS,9.5334,31.6605,75.51,52,84,3.65,2022-10-26 17:56:42
309,Leh,IN,34.1667,77.5833,32.22,45,5,3.74,2022-10-26 17:56:43
310,Adelaide,AU,-34.9333,138.6,57.33,71,75,18.41,2022-10-26 17:56:44
311,Monroe,US,43.1501,-77.6831,74.08,57,62,5.01,2022-10-26 17:56:44
312,Barra Da Estiva,BR,-13.6261,-41.3269,79.63,46,95,9.55,2022-10-26 17:56:45
313,Nelson Bay,AU,-32.7167,152.15,66.99,85,29,5.01,2022-10-26 17:56:45
314,Lincoln,US,40.8,-96.667,58.26,52,81,4.0,2022-10-26 17:53:09
315,Te Anau,NZ,-45.4167,167.7167,47.75,97,100,2.26,2022-10-26 17:56:45
316,Talcahuano,CL,-36.7167,-73.1167,60.48,72,40,8.05,2022-10-26 17:53:01
317,Otane,NZ,-39.8833,176.6333,55.0,86,71,2.57,2022-10-26 17:56:47
318,Kieta,PG,-6.2167,155.6333,79.09,83,74,0.83,2022-10-26 17:56:47
319,Xuddur,SO,4.1213,43.8894,78.33,69,87,9.51,2022-10-26 17:56:47
320,Bandarbeyla,SO,9.4942,50.8122,78.78,85,7,8.19,2022-10-26 17:56:49
321,Gornozavodsk,RU,58.3758,58.3211,22.41,94,48,3.27,2022-10-26 17:56:50
322,Thunder Bay,CA,48.4001,-89.3168,42.78,45,40,10.36,2022-10-26 17:57:52
323,Touros,BR,-5.1989,-35.4608,83.12,60,100,13.15,2022-10-26 17:57:54
324,Tahta,EG,26.7693,31.5021,76.91,42,1,7.27,2022-10-26 17:57:55
325,San Rafael,AR,-34.6177,-68.3301,78.22,18,0,8.32,2022-10-26 17:57:55
326,Geraldton,AU,-28.7667,114.6,55.81,82,2,12.66,2022-10-26 17:57:57
327,Pinhao,BR,-25.6956,-51.6597,77.81,41,2,6.62,2022-10-26 17:57:13
328,Luwuk,ID,-0.9516,122.7875,78.15,79,98,2.26,2022-10-26 17:57:59
329,Asilah,MA,35.465,-6.0348,82.36,37,91,9.91,2022-10-26 17:58:00
330,Eureka,US,40.8021,-124.1637,54.75,85,40,1.99,2022-10-26 17:56:32
331,Erenhot,CN,43.6475,111.9767,32.29,39,59,9.04,2022-10-26 17:58:01
332,Yoichi,JP,43.2039,140.7703,45.32,69,0,7.56,2022-10-26 17:58:03
333,Andenes,NO,69.3143,16.1194,37.38,81,75,8.05,2022-10-26 17:58:04
334,Sinnamary,GF,5.3833,-52.95,82.35,79,90,12.15,2022-10-26 17:58:05
335,Juan Lacaze,UY,-34.4342,-57.4381,68.07,86,100,20.0,2022-10-26 17:58:06
336,Yagodnoye,RU,62.55,149.6667,-2.81,87,13,5.55,2022-10-26 17:58:08
337,Poum,NC,-20.2333,164.0167,75.88,80,4,10.87,2022-10-26 17:58:08
338,Namatanai,PG,-3.6667,152.4333,79.5,79,99,3.33,2022-10-26 17:58:09
339,Nuuk,GL,64.1835,-51.7216,34.88,80,100,11.01,2022-10-26 17:58:10
340,Katherine,AU,-14.4667,132.2667,86.32,58,17,6.91,2022-10-26 17:58:12
341,Changji,CN,44.0167,87.3167,45.39,57,0,4.47,2022-10-26 17:58:13
342,Atar,MR,20.5169,-13.0499,92.71,9,82,8.99,2022-10-26 17:58:14
343,Sibolga,ID,1.7427,98.7792,74.55,97,100,1.23,2022-10-26 17:58:14
344,Port Macquarie,AU,-31.4333,152.9167,59.9,76,1,5.48,2022-10-26 17:58:15
345,Ulladulla,AU,-35.35,150.4667,60.58,72,30,6.49,2022-10-26 17:58:16
346,Prince Albert,CA,53.2001,-105.7677,33.75,93,75,4.61,2022-10-26 17:58:16
347,Zambezi,ZM,-13.5432,23.1047,77.61,43,57,6.67,2022-10-26 17:58:17
348,Pampa,US,35.5362,-100.9599,66.24,34,0,16.11,2022-10-26 17:58:19
349,Kasrawad,IN,22.1333,75.6,74.17,40,0,0.13,2022-10-26 17:58:20
350,Mahibadhoo,MV,3.7833,72.9667,82.49,75,78,8.77,2022-10-26 17:58:21
351,Barranca,PE,-10.75,-77.7667,66.45,67,31,10.87,2022-10-26 17:58:22
352,Mizdah,LY,31.4451,12.9801,70.23,29,4,8.5,2022-10-26 17:58:25
353,Yingcheng,CN,30.95,113.55,58.01,86,99,8.48,2022-10-26 17:58:26
354,Torzhok,RU,57.0436,34.9622,37.6,82,99,7.54,2022-10-26 17:58:27
355,Tete,MZ,-16.1564,33.5867,98.69,25,40,5.99,2022-10-26 17:58:27
356,Mount Isa,AU,-20.7333,139.5,69.57,100,49,0.0,2022-10-26 17:58:29
357,Mizan Teferi,ET,6.9833,35.5833,61.14,95,52,3.13,2022-10-26 17:58:30
358,Kurtamysh,RU,54.9103,64.4319,28.8,77,90,15.66,2022-10-26 17:58:31
359,Kalmunai,LK,7.4167,81.8167,81.28,66,90,4.85,2022-10-26 17:58:31
360,Anori,BR,-3.7728,-61.6442,90.99,54,100,1.45,2022-10-26 17:58:32
361,Sechelt,CA,49.4664,-123.7694,48.29,75,100,2.24,2022-10-26 17:58:33
362,Koungheul,SN,13.9833,-14.8,92.5,27,26,4.29,2022-10-26 17:58:33
363,Sioux Lookout,CA,50.1001,-91.917,33.87,64,75,11.5,2022-10-26 17:57:02
364,Kalianget,ID,-7.05,113.9333,77.59,86,100,2.89,2022-10-26 17:58:35
365,Necochea,AR,-38.5473,-58.7368,56.97,98,100,6.62,2022-10-26 17:58:35
366,Bay Roberts,CA,47.5999,-53.2648,62.65,87,91,5.01,2022-10-26 17:58:36
367,Lavrentiya,RU,65.5833,-171.0,24.01,77,6,7.25,2022-10-26 17:58:37
368,Correntina,BR,-13.3433,-44.6367,83.46,47,91,5.55,2022-10-26 17:58:39
369,Broken Hill,AU,-31.95,141.4333,55.78,74,12,13.38,2022-10-26 17:59:40
370,Cienfuegos,CU,22.1461,-80.4356,86.79,42,0,5.79,2022-10-26 17:59:40
371,Pogaceaua,RO,46.6833,24.3,51.35,81,10,2.01,2022-10-26 17:59:41
372,Cefalu,IT,38.0386,14.0229,76.35,41,44,1.01,2022-10-26 17:59:42
373,Mayskiy,RU,47.6931,40.1025,51.21,70,100,14.83,2022-10-26 17:59:44
374,Plouzane,FR,48.3833,-4.6167,60.98,94,75,11.5,2022-10-26 17:59:46
375,Sabha,LY,27.0377,14.4283,74.1,22,0,11.77,2022-10-26 17:59:48
376,Aklavik,CA,68.2191,-135.0107,15.8,92,100,6.91,2022-10-26 17:59:49
377,Rock Sound,BS,24.9,-76.2,79.47,69,5,6.64,2022-10-26 17:59:50
378,Taunggyi,MM,20.7833,97.0333,60.44,97,8,0.31,2022-10-26 17:59:52
379,Tahe,CN,52.3333,124.7333,24.89,57,0,3.36,2022-10-26 17:59:53
380,Kijang,KR,35.2442,129.2139,56.93,59,100,5.37,2022-10-26 17:59:54
381,Jumla,NP,29.2747,82.1838,43.65,67,0,4.45,2022-10-26 17:59:57
382,Constitucion,CL,-35.3333,-72.4167,62.64,67,30,13.6,2022-10-26 17:59:05
383,Barcelos,PT,41.5388,-8.6151,69.85,90,98,6.51,2022-10-26 18:00:02
384,Port Lincoln,AU,-34.7333,135.8667,57.06,66,100,19.33,2022-10-26 18:00:05
385,Labytnangi,RU,66.6572,66.4183,27.23,86,100,14.25,2022-10-26 18:00:06
386,Burgeo,CA,47.6167,-57.6152,58.17,95,98,12.46,2022-10-26 18:00:07
387,Marawi,PH,7.9986,124.2928,68.88,96,100,1.99,2022-10-26 18:00:09
388,Richards Bay,ZA,-28.783,32.0377,68.86,75,82,6.91,2022-10-26 17:58:58
389,Chapais,CA,49.7834,-74.8492,64.69,65,75,12.46,2022-10-26 18:00:10
390,Mersing,MY,2.4312,103.8405,76.05,92,100,3.58,2022-10-26 18:00:13
391,Roma,US,43.2128,-75.4557,72.88,78,77,4.0,2022-10-26 17:58:03
392,Rio Gallegos,AR,-51.6226,-69.2181,62.29,25,100,23.2,2022-10-26 18:00:15
393,Pangody,RU,65.85,74.4859,18.43,94,42,11.5,2022-10-26 18:00:15
394,Kurilsk,RU,45.2333,147.8833,40.6,71,96,4.79,2022-10-26 18:00:16
395,Mocuba,MZ,-16.8392,36.9856,81.73,50,21,8.34,2022-10-26 18:00:17
396,Moose Factory,CA,51.2585,-80.6094,37.38,93,100,5.75,2022-10-26 18:00:19
397,Zilair,RU,52.2332,57.4392,24.87,90,10,4.94,2022-10-26 18:00:25
398,Iqaluit,CA,63.7506,-68.5145,33.53,93,100,26.46,2022-10-26 18:00:14
399,Zhigansk,RU,66.7697,123.3711,19.33,95,100,20.69,2022-10-26 18:00:34
400,Coquimbo,CL,-29.9533,-71.3436,63.5,63,0,10.78,2022-10-26 18:00:37
401,Yeppoon,AU,-23.1333,150.7333,67.78,85,93,2.75,2022-10-26 18:00:38
402,Sokoni,TZ,-6.4333,39.55,77.72,82,33,12.82,2022-10-26 18:00:41
403,Dhidhdhoo,MV,6.8833,73.1,82.08,70,50,2.1,2022-10-26 18:00:00
404,Winthrop,US,42.3751,-70.9828,68.38,96,100,4.16,2022-10-26 18:00:08
405,Balatonfured,HU,46.9619,17.8719,58.35,86,100,3.0,2022-10-26 18:00:44
406,Dongfeng,CN,42.6403,125.5118,35.22,90,18,5.48,2022-10-26 18:00:45
407,Rockhampton,AU,-23.3833,150.5,67.89,83,85,3.44,2022-10-26 18:00:47
408,San Pedro,PH,14.35,121.0167,80.35,86,100,6.89,2022-10-26 18:00:48
409,Dindigul,IN,10.35,77.95,76.03,69,62,2.51,2022-10-26 18:00:51
410,Vila Velha,BR,-20.3297,-40.2925,75.72,75,28,8.72,2022-10-26 18:00:54
411,Tecoanapa,MX,16.5167,-98.75,84.09,73,15,5.95,2022-10-26 18:00:55
412,Seymchan,RU,62.8833,152.4333,-4.43,85,11,0.81,2022-10-26 18:00:56
413,Port-Cartier,CA,50.0334,-66.8654,52.02,89,98,5.64,2022-10-26 18:01:01
414,Karratha,AU,-20.7377,116.8463,73.24,59,0,9.55,2022-10-26 18:01:01
415,Oussouye,SN,12.485,-16.5469,88.72,57,50,5.59,2022-10-26 18:02:11
416,Gornopravdinsk,RU,60.05,69.9,25.7,87,11,3.76,2022-10-26 18:02:11
417,Atherton,GB,53.5237,-2.4935,59.76,75,26,1.99,2022-10-26 18:02:12
418,Bardiyah,LY,31.7561,25.0865,71.17,77,0,6.85,2022-10-26 18:02:14
419,Caravelas,BR,-17.7125,-39.2481,79.02,67,32,8.88,2022-10-26 18:02:15
420,Clacton-On-Sea,GB,51.7897,1.156,61.14,78,78,5.01,2022-10-26 18:02:17
421,Dombarovskiy,RU,50.7587,59.5386,31.59,76,63,9.62,2022-10-26 18:02:18
422,Fortuna,US,40.5982,-124.1573,54.36,90,20,5.75,2022-10-26 18:02:18
423,Bam,IR,29.106,58.357,74.68,20,6,2.77,2022-10-26 18:02:19
424,Kashi,CN,39.4547,75.9797,53.92,32,64,5.59,2022-10-26 18:02:21
425,Iranshahr,IR,27.2025,60.6848,81.07,15,0,4.99,2022-10-26 18:02:22
426,Fort Nelson,CA,58.8053,-122.7002,23.95,90,100,5.01,2022-10-26 18:02:22
427,Karpathos,GR,35.507,27.2132,67.96,77,20,10.36,2022-10-26 18:02:23
428,Pag,HR,44.445,15.0575,61.38,76,1,8.12,2022-10-26 18:02:25
429,Ust-Omchug,RU,61.15,149.6333,-1.53,97,66,4.68,2022-10-26 18:02:28
430,Esmeraldas,BR,-19.7625,-44.3139,85.78,33,36,6.76,2022-10-26 18:02:30
431,Kathu,TH,7.9178,98.3332,83.7,99,99,5.84,2022-10-26 18:02:32
432,Luanda,AO,-8.8368,13.2343,77.09,84,42,13.91,2022-10-26 18:00:24
433,Paita,PE,-5.0892,-81.1144,70.47,71,55,15.86,2022-10-26 18:02:35
434,Xichang,CN,27.8964,102.2634,60.46,94,73,2.59,2022-10-26 18:02:36
435,Pudozh,RU,61.8099,36.5345,35.91,96,100,7.11,2022-10-26 18:02:37
436,Along,IN,28.1667,94.7667,63.27,98,26,1.66,2022-10-26 18:02:37
437,Viedma,AR,-40.8135,-62.9967,71.11,32,100,20.33,2022-10-26 18:00:41
438,Vila,PT,42.0304,-8.1588,59.88,92,89,5.17,2022-10-26 18:02:40
439,Huarmey,PE,-10.0681,-78.1522,68.61,67,28,10.98,2022-10-26 18:02:45
440,Wad Madani,SD,14.4012,33.5199,87.19,17,88,10.2,2022-10-26 18:02:45
441,Coxim,BR,-18.5067,-54.76,101.23,23,19,11.23,2022-10-26 17:59:25
442,Gwadar,PK,25.1216,62.3254,82.2,60,0,9.19,2022-10-26 18:02:46
443,Coihaique,CL,-45.5752,-72.0662,55.51,48,83,15.32,2022-10-26 18:00:32
444,Beyneu,KZ,45.3167,55.2,42.51,47,9,7.0,2022-10-26 18:00:12
445,Roald,NO,62.5833,6.1333,54.75,93,0,4.61,2022-10-26 18:00:10
446,Alice Springs,AU,-23.7,133.8833,67.55,49,51,8.05,2022-10-26 18:00:13
447,Aitape,PG,-3.1374,142.3475,77.45,86,86,2.98,2022-10-26 18:02:47
448,Zyryanka,RU,65.75,150.85,20.84,90,100,12.84,2022-10-26 18:02:48
449,San Quintin,MX,30.4833,-115.95,69.58,62,0,11.61,2022-10-26 18:02:50
450,Reyes,BO,-14.3167,-67.3833,98.94,34,74,7.02,2022-10-26 18:02:52
451,Felanitx,ES,39.4696,3.1483,75.13,52,100,4.21,2022-10-26 18:02:53
452,Santa Maria,BR,-29.6842,-53.8069,86.14,48,79,9.06,2022-10-26 17:59:19
453,Mamit,IN,23.9333,92.4833,60.3,99,6,1.61,2022-10-26 18:02:59
454,Bambanglipuro,ID,-7.95,110.2833,74.32,89,100,4.38,2022-10-26 18:03:02
455,Emba,KZ,48.8264,58.1442,33.96,64,18,9.71,2022-10-26 18:03:05
456,Kaitangata,NZ,-46.2817,169.8464,45.68,92,100,4.09,2022-10-26 18:03:06
457,Bilibino,RU,68.0546,166.4372,4.14,98,100,1.1,2022-10-26 18:03:07
458,San Cristobal,VE,7.7669,-72.225,76.44,68,100,3.15,2022-10-26 18:03:17
459,Umm Lajj,SA,25.0213,37.2685,80.28,61,99,11.23,2022-10-26 18:04:10
460,Vallenar,CL,-28.5708,-70.7581,82.36,14,0,12.17,2022-10-26 18:02:12
461,Vilaka,LV,57.1846,27.6722,48.78,97,99,5.79,2022-10-26 18:04:12
462,Santiago De Cao,PE,-7.9589,-79.2392,64.72,77,75,13.02,2022-10-26 18:01:12
463,Makurdi,NG,7.7411,8.5121,82.78,64,43,2.24,2022-10-26 18:04:16
464,Quatre Cocos,MU,-20.2078,57.7625,73.09,76,9,13.29,2022-10-26 18:04:17
465,Wanning,CN,18.8003,110.3967,75.72,90,62,8.59,2022-10-26 18:04:19
466,Gazojak,TM,41.1875,61.4036,51.76,53,38,5.01,2022-10-26 18:04:20
467,Ostrovnoy,RU,68.0531,39.5131,32.49,94,100,15.14,2022-10-26 18:04:21
468,Santa Vitoria Do Palmar,BR,-33.5189,-53.3681,71.65,80,100,12.8,2022-10-26 18:04:22
469,Boshnyakovo,RU,49.6333,142.1667,43.88,84,88,10.22,2022-10-26 18:04:24
470,Palana,RU,59.1167,159.9667,33.3,65,100,24.02,2022-10-26 18:04:26
471,Jinchang,CN,38.4953,102.1739,46.36,53,7,2.37,2022-10-26 18:04:27
472,Methven,NZ,-43.6333,171.65,46.02,97,100,1.01,2022-10-26 18:04:28
473,Baranchinskiy,RU,58.1617,59.6991,24.8,87,21,3.49,2022-10-26 18:04:29
474,Mutsu,JP,41.2894,141.2169,46.76,71,4,3.76,2022-10-26 18:04:30
475,Flin Flon,CA,54.7682,-101.865,30.7,70,66,7.31,2022-10-26 18:04:31
476,Vuktyl,RU,63.8567,57.3094,28.26,90,100,9.24,2022-10-26 18:04:33
477,Belyy Yar,RU,53.6039,91.3903,21.09,86,43,4.47,2022-10-26 18:04:34
478,Alugan,PH,12.2188,125.4808,80.31,88,100,9.55,2022-10-26 18:04:34
479,Loukhi,RU,66.0764,33.0381,32.88,98,100,6.13,2022-10-26 18:04:35
480,Saryozek,KZ,44.3583,77.9753,44.65,87,100,7.92,2022-10-26 18:04:38
481,Diamantino,BR,-14.4086,-56.4461,96.89,33,95,8.28,2022-10-26 18:00:15
482,Kailua,US,21.4022,-157.7394,78.78,86,100,10.36,2022-10-26 18:04:40
483,Pombia,IT,45.653,8.6336,67.14,88,0,1.14,2022-10-26 18:04:40
484,Fuzhou,CN,26.0614,119.3061,63.99,92,64,3.47,2022-10-26 18:04:40
485,Abu Dhabi,AE,24.4667,54.3667,84.22,71,0,5.75,2022-10-26 18:04:41
486,Cockburn Town,TC,21.4612,-71.1419,80.44,67,48,5.46,2022-10-26 18:04:42
487,Elko,US,41.0002,-115.5012,43.74,37,82,17.0,2022-10-26 18:00:22
488,Georgiyevskoye,RU,58.731,45.024,32.58,73,100,8.72,2022-10-26 18:04:45
489,Angoche,MZ,-16.2325,39.9086,79.21,68,0,17.67,2022-10-26 18:04:46
490,Marzuq,YE,14.4,46.4667,70.3,33,6,1.97,2022-10-26 18:04:46
491,Morehead,US,37.2711,-87.1764,55.78,71,100,10.36,2022-10-26 18:04:46
492,Athabasca,CA,54.7169,-113.2854,37.83,67,90,8.72,2022-10-26 18:04:49
493,Merthyr Tydfil,GB,51.7479,-3.3778,58.55,84,66,15.68,2022-10-26 18:04:50
494,Xining,CN,36.6167,101.7667,47.1,73,96,0.69,2022-10-26 18:04:53
495,Inhambane,MZ,-23.865,35.3833,76.68,91,92,4.16,2022-10-26 18:04:53
496,Yerkoy,TR,39.6381,34.4672,59.47,32,73,1.01,2022-10-26 18:04:54
497,Regina,CA,50.4501,-104.6178,31.98,88,60,8.99,2022-10-26 18:04:55
498,Palimbang,PH,6.2106,124.1894,77.86,87,100,7.38,2022-10-26 18:04:55
499,Sisimiut,GL,66.9395,-53.6735,29.41,75,100,9.57,2022-10-26 18:04:57
500,Galeana,MX,24.8333,-100.0667,70.09,47,12,2.39,2022-10-26 18:05:01
501,Baherden,TM,38.4362,57.4316,60.93,52,0,6.29,2022-10-26 18:05:03
502,Pastavy,BY,55.1168,26.8326,49.28,91,100,9.71,2022-10-26 18:05:06
503,Pangnirtung,CA,66.1451,-65.7125,26.4,86,100,11.36,2022-10-26 18:05:07
504,Amapa,BR,1.0,-52.0,89.4,46,100,4.07,2022-10-26 18:05:08
505,Tevaitoa,PF,-16.7833,-151.5,76.95,88,100,19.93,2022-10-26 18:06:10
506,Yerbogachen,RU,61.2767,108.0108,27.27,76,100,8.84,2022-10-26 18:06:11
507,Ahvaz,IR,31.3203,48.6693,85.95,25,85,2.3,2022-10-26 18:06:13
508,Gat,IL,31.61,34.7642,75.4,62,10,3.18,2022-10-26 18:06:15
509,Ijui,BR,-28.3878,-53.9147,89.1,35,68,13.02,2022-10-26 18:04:20
510,Bathsheba,BB,13.2167,-59.5167,88.41,66,20,17.27,2022-10-26 18:06:16
511,Santiago Del Estero,AR,-27.7951,-64.2615,91.81,19,13,19.17,2022-10-26 18:01:55
512,Sangar,RU,63.9242,127.4739,14.27,96,100,5.1,2022-10-26 18:06:18
513,Novyy Urengoy,RU,66.0833,76.6333,19.58,91,28,11.18,2022-10-26 18:06:19
514,Aripuana,BR,-9.1667,-60.6333,96.8,36,100,2.19,2022-10-26 18:06:20
515,Gomez Palacio,MX,25.5667,-103.5,78.67,25,0,5.75,2022-10-26 18:06:22
516,Shar,KZ,49.5886,81.0453,46.81,67,98,16.33,2022-10-26 18:06:31
517,Karachi,PK,24.9056,67.0822,78.62,83,40,5.75,2022-10-26 18:06:32
518,Santa Cruz,BO,-17.8,-63.1667,93.25,49,40,24.16,2022-10-26 18:06:33
519,Kiama,AU,-34.6833,150.8667,67.37,68,18,5.01,2022-10-26 18:06:36
520,Kjopsvik,NO,68.097,16.3742,31.87,89,99,3.51,2022-10-26 18:06:45
521,Neuquen,AR,-38.9516,-68.0591,71.49,16,0,16.11,2022-10-26 18:06:45
522,Olafsvik,IS,64.8945,-23.7142,43.5,79,96,7.43,2022-10-26 18:06:46
523,Bonavista,CA,48.6499,-53.1147,56.55,90,91,7.16,2022-10-26 18:06:47
524,Armacao De Pera,PT,37.1026,-8.357,73.31,76,84,5.35,2022-10-26 18:06:48
525,Gasa,PS,31.5,34.4667,76.12,65,0,5.97,2022-10-26 18:06:50
526,Port Moresby,PG,-9.4431,147.1797,76.3,86,59,4.14,2022-10-26 18:06:53
527,Pergamino,AR,-33.89,-60.5736,81.5,30,47,19.89,2022-10-26 18:06:54
528,Prainha,BR,-1.8,-53.48,89.62,51,100,4.25,2022-10-26 18:06:56
529,Dandong,CN,40.1292,124.3947,50.27,81,98,5.3,2022-10-26 18:06:59
530,Abu Kamal,SY,34.4506,40.9171,73.98,36,73,4.83,2022-10-26 18:07:00
531,Imperatriz,BR,-5.5264,-47.4917,83.93,61,99,4.09,2022-10-26 18:07:04
532,Carutapera,BR,-1.195,-46.02,85.89,57,100,10.29,2022-10-26 18:07:12
533,Crotone,IT,39.0851,17.1178,73.18,60,40,2.37,2022-10-26 18:07:13
534,Palencia,ES,42.4167,-4.5,66.79,53,78,8.88,2022-10-26 18:07:13
535,Hay River,CA,60.8156,-115.7999,22.96,80,100,6.91,2022-10-26 18:05:47
536,Kupang,ID,-10.1667,123.5833,80.74,80,100,0.49,2022-10-26 18:07:18
537,Port Hawkesbury,CA,45.6169,-61.3485,70.79,95,57,8.99,2022-10-26 18:07:20
538,Rio Cuarto,AR,-33.1307,-64.3499,75.33,31,20,12.66,2022-10-26 18:07:22
539,Cordoba,AR,-31.4135,-64.1811,82.76,33,20,10.36,2022-10-26 18:06:22
540,Oktyabrskoye,RU,43.0645,44.7417,42.35,87,99,4.47,2022-10-26 18:07:24
541,Susanville,US,40.4163,-120.653,46.9,47,0,3.0,2022-10-26 18:07:25
542,Half Moon Bay,US,37.4636,-122.4286,64.17,64,0,16.11,2022-10-26 18:07:28
543,Moustheni,GR,40.8667,24.1167,66.52,58,3,4.45,2022-10-26 18:07:30
544,Odweyne,SO,9.4092,45.064,76.78,52,59,4.79,2022-10-26 18:07:31
545,Samarai,PG,-10.6167,150.6667,80.51,77,100,7.34,2022-10-26 18:08:33
546,Chokurdakh,RU,70.6333,147.9167,11.88,96,100,6.71,2022-10-26 18:08:33
547,Olpad,IN,21.3333,72.75,76.98,46,0,5.35,2022-10-26 18:08:34
548,Astoria,US,46.1879,-123.8313,53.85,85,100,5.75,2022-10-26 18:08:35
549,The Valley,AI,18.217,-63.0578,84.09,75,100,18.63,2022-10-26 18:08:36
550,Portsmouth,GB,50.799,-1.0913,61.92,90,93,1.99,2022-10-26 18:04:58
551,Cap Malheureux,MU,-19.9842,57.6142,73.47,69,4,5.01,2022-10-26 18:08:40
552,Port-De-Bouc,FR,43.4,4.9833,71.82,78,0,5.75,2022-10-26 18:08:41
553,Kansanshi,ZM,-12.0951,26.4273,73.74,39,66,0.83,2022-10-26 18:08:43
554,Kirkwood,US,38.5834,-90.4068,60.03,61,0,6.91,2022-10-26 18:08:45
555,Mongoumba,CF,3.6415,18.5936,74.79,90,80,3.44,2022-10-26 18:08:46
556,Quchan,IR,37.106,58.5095,51.75,62,0,6.71,2022-10-26 18:08:46
557,La Rioja,ES,42.25,-2.5,62.38,54,77,7.72,2022-10-26 18:08:39
558,Rennes,FR,48.1667,-1.6667,62.64,88,0,4.61,2022-10-26 18:04:20
559,Aswan,EG,24.0934,32.907,77.54,28,0,7.76,2022-10-26 18:08:51
560,Gweta,BW,-20.1833,25.2333,77.61,39,86,9.84,2022-10-26 18:08:54
561,Kwinana,AU,-32.25,115.7667,56.17,75,0,1.01,2022-10-26 18:08:55
562,Rawlins,US,41.7911,-107.2387,40.35,70,20,18.41,2022-10-26 18:04:09
563,Rio Branco,BR,-9.9747,-67.81,90.21,62,40,6.91,2022-10-26 18:06:24
564,Srednekolymsk,RU,67.45,153.6833,17.44,95,100,12.5,2022-10-26 18:08:59
565,Brae,GB,60.3964,-1.353,55.47,84,97,21.3,2022-10-26 18:09:01
566,Northam,GB,51.0333,-4.2167,58.6,86,87,14.79,2022-10-26 18:09:03
567,Teguise,ES,29.0605,-13.564,71.82,88,0,11.5,2022-10-26 18:09:04
568,Lasem,ID,-6.6922,111.4527,76.08,89,100,4.47,2022-10-26 18:09:05
569,Seydisehir,TR,37.4193,31.8453,53.74,44,0,3.38,2022-10-26 18:09:06
570,Kushima,JP,31.4583,131.2333,60.24,74,94,5.97,2022-10-26 18:09:08
571,Kulhudhuffushi,MV,6.6221,73.07,82.0,70,61,1.34,2022-10-26 18:09:09
572,Shingu,JP,33.7333,135.9833,52.43,76,1,6.15,2022-10-26 18:09:10
573,Turukhansk,RU,65.8167,87.9833,-2.2,100,46,2.91,2022-10-26 18:09:11
574,Bijie,CN,27.3125,105.2942,53.08,96,100,3.29,2022-10-26 18:09:14
575,Noumea,NC,-22.2763,166.4572,67.98,86,1,5.93,2022-10-26 18:09:15
576,Aketi,CD,2.7388,23.7833,72.37,94,68,4.5,2022-10-26 18:09:17
577,Kefamenanu,ID,-9.4467,124.4781,74.55,85,100,0.49,2022-10-26 18:07:29
578,Howard Springs,AU,-12.497,131.047,84.11,93,51,5.35,2022-10-26 18:09:18
579,Sumbe,AO,-11.2061,13.8437,76.1,84,45,9.06,2022-10-26 18:09:19
580,Arrecife,ES,28.963,-13.5477,75.18,88,0,11.5,2022-10-26 18:09:19
581,Esperance,AU,-33.8667,121.9,56.55,68,96,12.8,2022-10-26 18:09:20
582,Ovalle,CL,-30.5983,-71.2003,79.63,20,0,8.14,2022-10-26 18:09:21
583,Arona,ES,28.0996,-16.681,70.32,68,20,9.22,2022-10-26 18:09:23
584,Kulunda,RU,52.566,78.9385,41.86,45,100,6.78,2022-10-26 18:09:25
585,Maridi,SS,4.9158,29.4742,72.01,82,76,2.95,2022-10-26 18:09:26
586,Balkanabat,TM,39.5108,54.3671,62.56,50,3,8.52,2022-10-26 18:09:27
587,Zhengjiatun,CN,43.5064,123.5064,37.04,85,1,5.46,2022-10-26 18:09:28
588,Lasa,IT,46.6166,10.7002,53.37,80,52,4.12,2022-10-26 18:09:30
589,Kismayo,SO,-0.3582,42.5454,78.06,83,61,13.29,2022-10-26 18:09:31
590,Ayagoz,KZ,47.9714,80.4392,42.53,85,100,14.9,2022-10-26 18:09:31
591,May Pen,JM,17.9645,-77.2451,89.04,48,66,6.2,2022-10-26 18:09:32
592,Monte Alegre,BR,-2.0078,-54.0692,88.52,52,100,5.17,2022-10-26 18:04:59
593,Badvel,IN,14.75,79.05,73.13,65,0,2.84,2022-10-26 18:10:36
594,Longyan,CN,25.1072,117.0225,60.44,84,5,1.28,2022-10-26 18:10:37
595,Cabuyaro,CO,4.2817,-72.794,90.36,51,97,0.78,2022-10-26 18:10:38
